Force,T,U:0,U:1,U:2,generalizedNewtonian:nu,grad(U):0,grad(U):1,grad(U):2,grad(U):3,grad(U):4,grad(U):5,grad(U):6,grad(U):7,grad(U):8,grad(generalizedNewtonian:nu):0,grad(generalizedNewtonian:nu):1,grad(generalizedNewtonian:nu):2,kappa,p,rho,thermo:alpha,thermo:mu,wallHeatFlux,cellID,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
2.68674,443.279,-0.000657211,-8.47033e-22,-0.00916295,3.06595,-11.2152,-3.46945e-18,2.70649,-3.46945e-18,-0.0136764,0,2.17784,4.33681e-19,22.925,-1516.19,4.44089e-16,8889.27,0.242162,1.25651e+06,944.614,0.000120409,172128,0,9103,1,5.68903e-05,5.68903e-05,0,-0.0113044,69
2.68684,443.303,-0.000666499,0,-0.00916089,3.06464,-11.216,-1.38778e-17,2.74515,-1.38778e-17,-0.0136775,-3.46945e-18,2.20841,4.33681e-19,22.9148,-1547.61,-2.22045e-16,8889.53,0.242162,1.25656e+06,944.598,0.000120406,171748,0,9103,1,5.77148e-05,5.77148e-05,0,-0.0113044,70
2.68695,443.327,-0.000675787,-7.41154e-22,-0.00915883,3.06334,-11.2168,-1.38778e-17,2.78381,-1.38778e-17,-0.0136785,-4.33681e-19,2.23898,3.03577e-18,22.9046,-1579.03,0,8889.79,0.242162,1.25661e+06,944.581,0.000120404,171367,0,9103,1,5.85393e-05,5.85393e-05,0,-0.0113044,71
2.68705,443.35,-0.000685074,0,-0.00915677,3.06203,-11.2177,-1.38778e-17,2.82246,-1.38778e-17,-0.0136795,0,2.26954,0,22.8944,-1610.46,1.11022e-16,8890.04,0.242162,1.25666e+06,944.565,0.000120402,170987,0,9103,1,5.93638e-05,5.93638e-05,0,-0.0113044,72
2.68716,443.374,-0.000694362,0,-0.00915472,3.06072,-11.2185,1.38778e-17,2.86112,1.38778e-17,-0.0136805,0,2.30011,-5.42101e-20,22.8842,-1641.88,-1.7486e-15,8890.3,0.242162,1.25671e+06,944.549,0.0001204,170606,0,9103,1,6.01883e-05,6.01883e-05,0,-0.0113044,73
2.6873,443.403,-0.000703587,0,-0.00915229,3.05935,-11.213,0,2.89956,0,-0.0136738,0,2.33011,0,22.8721,-1661.71,0,8890.61,0.242162,1.25678e+06,944.53,0.000120397,170170,0,9104,1,6.10128e-05,6.10128e-05,0,-0.0113044,74
2.68747,443.434,-0.000712779,8.47033e-22,-0.00914966,3.05794,-11.2041,1.38778e-17,2.93789,1.38778e-17,-0.0136629,0,2.3598,3.46945e-18,22.8591,-1675.33,0,8890.94,0.242162,1.25686e+06,944.51,0.000120394,169705,0,9104,1,6.18373e-05,6.18373e-05,0,-0.0113044,75
2.68764,443.465,-0.00072197,8.47033e-22,-0.00914703,3.05653,-11.1952,-1.38778e-17,2.97622,-1.38778e-17,-0.0136521,0,2.3895,-3.46945e-18,22.8461,-1688.96,0,8891.28,0.242162,1.25694e+06,944.489,0.000120391,169239,0,9104,1,6.26618e-05,6.26618e-05,0,-0.0113044,76
2.68781,443.495,-0.000731162,-8.47033e-22,-0.00914441,3.05512,-11.1863,0,3.01455,0,-0.0136412,0,2.41919,-3.46945e-18,22.833,-1702.59,0,8891.61,0.242162,1.25702e+06,944.468,0.000120388,168773,0,9104,1,6.34863e-05,6.34863e-05,0,-0.0113044,77
2.68798,443.526,-0.000740353,0,-0.00914178,3.05371,-11.1773,-1.38778e-17,3.05287,-1.38778e-17,-0.0136303,-6.93889e-18,2.44888,0,22.82,-1716.21,0,8891.94,0.242162,1.2571e+06,944.448,0.000120385,168307,0,9104,1,6.43108e-05,6.43108e-05,0,-0.0113044,78
